Average Velocity (mph),Max Velocity,Velocity Stdev,Average Acceleration (mph per s),Max Acceleration (mph per s), Acceleration Stdev,Displacement,Total Distance Traveled,Max Direction Change per sec, Direction Stdev,Time (s),Stops,Large Deceleration Events,Deceleration Events,Max Deceleration Event,Percentage Aggressive Turns,labels
6.70066956,32.86775441,9.859147585,0.756597039,14.63376257,1.354755625,1121.167855,4168.625704,48.68021722,104.8536254,1392,9,0,16,-10.64271518,12.70066956,0
28.35744191,49.37612443,13.68818838,1.498899584,8.990302008,2.178275054,3827.658208,5828.470418,42.50387797,137.3471294,461,5,1,7,-7.148380714,45.02410858,1
28.52764637,46.04276273,15.73921315,1.073926023,28.56162084,2.074545006,4017.888383,4572.064752,39.07249581,85.29433047,360,1,1,3,-7.26478786,111.6480595,2
0.563710474,10.06754786,0.812562167,0.421388747,5.788033873,0.692182981,3.40147027,167.5800946,165.1545479,122.0841786,642,5,0,1,-5.084321944,12.87784575,0
5.011150031,37.80228141,8.41489822,0.711741756,5.382080504,1.12041888,2303.633569,2935.193473,45,139.6776355,1313,11,0,5,-5.177473427,10.72543575,0
5.825506015,31.9465153,7.651176244,0.765497773,8.404350241,1.200933761,2286.242212,2842.556809,58.88466769,107.7733604,1094,13,0,10,-7.769524892,19.12477212,0
5.43230301,32.92495224,8.897650993,1.196106025,6.682345531,1.772858648,635.6787318,1528.205189,140.1944289,120.1573749,627,13,0,5,-6.289190503,17.30664775,0
29.03770215,67.55819204,23.8635525,1.255355428,12.47759649,1.849014792,9705.686459,13979.26717,92.6025622,133.0007013,1079,9,0,8,-7.443033899,65.980108,1
22.74115375,46.65710835,15.4964879,1.285008087,10.48647516,1.971386289,4301.95636,6228.330911,42.27524056,70.44256177,614,6,1,8,-8.01676695,41.49115375,1
25.65963404,135.2338665,16.71292243,2.20673165,97.75953014,6.264994635,4118.390405,5872.934892,79.95422915,70.31253189,513,3,2,10,-38.46488324,100.659634,2
18.70864931,43.52983418,14.1543491,1.068164867,14.85888654,1.73163575,6101.111273,9204.32694,45,106.7975875,1102,10,1,11,-14.03173662,22.55480316,0
26.15254292,51.96848276,15.0401215,1.371732629,8.560795158,2.019596246,4227.691268,5922.396492,59.3350953,142.2130341,508,3,1,7,-7.173514129,96.15254292,2
25.19322865,48.30096579,14.60072862,1.246892007,8.995708237,1.963273122,3867.166752,5828.069792,40.66173321,68.99210627,519,2,0,10,-5.509342161,55.19322865,1
9.889843652,30.101133,10.55610382,1.075674714,5.928840385,1.545871747,2043.083231,2247.290366,71.83404347,73.81867498,510,11,0,6,-5.928840385,18.98075274,0
27.6468791,49.92185638,16.30572765,1.153067421,6.05506189,1.580343153,3648.415745,4739.464988,45,117.1950609,385,1,0,5,-6.05506189,72.09132354,1
26.987172,51.67801854,13.67756084,1.178082288,8.512290522,1.69076849,3927.348124,6003.607077,45,100.0318417,499,1,0,4,-6.256137381,41.27288629,1
28.18473465,58.71107943,15.27816242,1.341279326,37.62174412,3.857510226,4213.374707,5174.933064,179.9526313,105.981804,412,1,2,6,-37.62174412,40.68473465,1
24.62136651,44.14846226,15.02314718,1.127102412,6.233072532,1.53531859,3852.513991,6446.918955,45,95.39099681,587,6,0,7,-6.233072532,45.45469984,1
9.319977946,35.78676046,9.701657242,1.01341096,5.662889645,1.435354775,2139.540011,2389.007805,45,81.22326706,575,10,0,5,-5.662889645,31.48542146,1
2.551949338,38.8418842,7.239370407,0.500319436,7.053831884,1.059597086,1017.6199,1597.644255,76.71513352,109.337479,1401,5,1,5,-7.053831884,15.70984408,0
23.98362148,49.83181955,16.99107775,1.05550138,15.30641125,1.65969134,9226.510539,10506.35482,47.33730586,151.8331295,981,9,0,7,-15.30641125,47.06054456,1
28.07026673,47.98517104,14.64896145,0.994982821,7.783569422,1.387875494,4252.144762,5100.985189,42.27368901,68.38956629,408,1,0,6,-7.783569422,44.7369334,1
31.46454688,51.985859,14.86825069,0.856169475,8.089063424,1.319429321,21000.42401,24727.99829,78.0291255,76.80058048,1761,6,4,11,-7.818583122,46.84916226,1
25.79568303,86.14947977,15.63098027,1.507974215,43.77320263,2.723243184,4317.363448,6314.328936,131.0043294,84.26958883,548,3,0,11,-10.97876997,59.12901636,1
18.70545168,46.11680752,14.01583829,1.320684155,18.14152877,2.668910434,9.625487001,2652.29581,37.87498365,116.8780929,317,2,1,5,-14.51357353,31.20545168,1
27.69682888,48.78728228,15.52724425,1.138867594,5.771561296,1.585520556,3837.103805,5304.682178,45.79616581,117.8997398,430,1,1,6,-5.771561296,38.80793999,1
25.77976375,44.81399781,14.79542026,1.144460635,22.28929612,2.448057556,4140.291799,5783.832397,45,130.510554,502,2,1,6,-21.14264607,42.44643042,1
17.65050328,36.07026033,10.97472703,0.920471809,7.557392878,1.349714109,2102.790586,2590.883579,33.69006753,75.00283407,329,4,0,3,-7.54291899,17.65050328,0
10.60475415,46.8502841,15.64563084,0.873165382,52.05301128,2.181448776,771.3073642,7241.407404,66.16125982,116.6389377,1527,4,6,12,-28.35475326,39.17618272,1
15.94556316,40.35047737,13.45778313,1.319700305,12.3571346,1.905548223,1586.735076,1988.452318,64.27219707,106.950349,280,3,0,4,-6.506204759,49.27889649,1
26.73195753,45.27294362,14.15480811,0.959728032,6.188236773,1.631437397,4096.346802,5587.544208,51.24319338,86.63621808,469,1,0,5,-6.188236773,43.3986242,1
28.49464412,46.43504332,15.16918496,0.909139109,9.284002941,1.358043237,4309.82317,4977.732289,45.49775602,93.70702571,392,1,0,2,-7.40020577,36.82797745,1
22.83479562,47.0746539,17.36632819,0.998353952,11.94973562,1.637480988,3960.880473,6028.878026,129.8055711,98.85900105,592,5,1,4,-10.78736378,53.0604004,1
16.86272725,50.4716291,15.68890185,1.15017199,15.46181923,1.718686419,4738.642211,9577.007421,45,134.7953808,1272,23,1,15,-10.12827304,44.98772725,1
4.757194163,37.46630187,8.028571958,0.789483221,25.89393202,1.834326411,1585.264962,2191.975374,45,109.6055158,1033,7,1,8,-23.53321377,13.28236474,0
25.71216968,45.62127223,14.48107913,1.171918147,8.963056764,1.631187705,4885.068542,8254.977399,79.50852299,128.6624741,720,4,1,9,-6.523359029,63.21216968,1
32.41163054,103.4288316,15.29681587,1.391057022,53.95169859,2.37799622,16702.04473,20517.71969,51.76928906,80.77765002,1419,3,5,19,-13.64073784,69.91163054,1
6.815279795,33.2275895,8.761575073,0.878098068,7.100155782,1.368183184,2306.876644,2830.405938,51.07245641,125.9252017,931,13,0,7,-7.100155782,19.12941508,0
18.02442024,47.97209856,15.72810819,0.925564161,18.19003941,1.856805889,5550.943986,8190.757613,45,82.2657752,1018,12,1,7,-17.39495074,34.69108691,1
15.74396718,41.17824358,15.40614249,1.186984495,8.229013006,1.715614765,903.4901217,1189.452881,40.42607874,103.0723912,170,2,0,1,-5.871173955,52.68637303,1
26.74907181,59.13769695,18.48481856,1.286724248,17.61672426,1.960582145,7.858753082,11200.27223,66.55707929,113.6854129,938,2,3,17,-9.701233437,86.74907181,2
10.33738665,33.45333323,9.108077727,1.063570632,13.8647653,2.357651494,2130.445505,2516.465861,49.46390646,76.33402142,545,7,1,7,-13.8647653,24.62310094,0
27.95700279,51.21964623,17.15730171,1.25754501,10.35540456,1.779737856,9533.222512,11096.65729,73.41266144,114.4813563,890,8,1,6,-10.35540456,33.83935573,1
26.64193959,49.32121913,15.80727066,1.461110484,38.93277001,3.454005929,4218.752766,4947.299293,177.3069811,97.03392463,413,3,2,8,-37.58012378,43.30860626,1
7.762693537,31.04643232,7.584505626,0.9933476,7.121008421,1.786964101,2108.667205,2662.644306,45,92.99816201,769,12,0,3,-6.83608722,19.63703828,0
10.55550927,35.7643201,11.70849893,1.108260269,5.720869866,1.725409899,662.6191138,938.9929483,45,148.2763724,200,4,0,3,-5.720869866,27.22217594,1
24.77868923,50.28238721,17.43293327,1.235524278,10.45455728,1.815699062,3848.942235,5327.420927,52.84405344,79.47568232,482,4,0,8,-5.967463003,33.11202256,1
20.62364638,45.88064655,16.59003275,1.123216819,20.77488436,1.972415902,3858.269677,6203.20913,95.44033203,96.0972794,673,6,1,8,-20.77488436,61.80011697,1
29.83662453,47.88415888,16.49590028,1.044561603,8.690994129,1.561879846,4214.979389,4968.696862,63.67467872,97.57329941,374,1,1,3,-6.845301426,49.83662453,1
10.32830779,35.03720902,11.02758143,1.14898613,7.415669899,1.682407059,2147.584459,2381.654245,45,81.84721935,517,10,0,8,-7.415669899,14.87376234,0
20.12779511,42.29093898,16.38141407,0.841496859,11.96127061,1.389177703,3952.992311,5834.111163,45,136.8343801,649,3,0,6,-7.889224199,27.8201028,1
21.51038724,45.4079549,12.70480601,1.19568162,22.23380982,2.097562997,2441.874731,4974.261987,45,133.222673,518,2,1,8,-20.82367026,50.08181581,1
15.52863252,46.7135338,15.5068475,1.087143954,21.72401626,1.848331339,4665.11232,9481.255334,45,127.1640097,1367,20,2,19,-16.64258989,39.77105676,1
28.96968599,57.75639213,18.72482331,1.072557061,8.078822368,1.559308277,9033.437273,14189.3219,83.45370922,79.1579202,1098,8,1,11,-7.220316954,48.01730504,1
21.8161848,39.5998804,13.12583465,1.108310518,9.53526853,1.547985522,3814.361346,5858.975197,58.2944073,123.7042981,602,4,0,6,-7.798707778,46.8161848,1
25.90316121,45.77718279,14.73837317,1.12515623,26.64063428,2.537324321,4142.139121,5762.983387,53.13010235,91.5496262,498,3,1,5,-23.69659045,45.90316121,1
27.39662896,125.2258171,14.66613647,1.595372753,83.99460256,4.213261512,3827.245574,5970.900186,49.5213942,101.5761528,489,1,1,8,-12.83960376,94.06329563,2
19.51462927,44.11833397,11.89467632,1.206324237,9.749311054,1.6893836,2533.029793,4328.185668,41.42366563,79.36697646,497,2,0,7,-9.068465146,50.76462927,1
25.62619961,45.92491681,15.33987467,1.430473073,32.49811927,2.870284786,4301.009707,6192.918213,45,143.4573086,541,2,2,8,-30.92446914,60.92031726,1
10.42844594,33.42107024,9.492703698,1.041407858,11.32208878,1.706352939,1559.370213,3915.549677,48.51545915,108.722486,841,7,1,8,-11.32208878,14.13214964,0
28.26255293,46.46312947,12.95465607,1.060022074,22.82947714,1.880714912,3673.969114,8451.775475,95.44033203,73.21648406,670,3,1,4,-22.53698895,48.26255293,1
26.32712528,43.07852551,11.18530979,1.144247113,11.93545165,1.709193241,1545.698916,3860.33326,54.78466562,120.2221334,329,2,0,3,-10.83109997,42.99379195,1
23.20152906,46.62483458,15.30810729,1.131336381,23.74699826,1.999714988,3951.581557,6184.762495,53.82351212,122.252444,597,6,1,5,-23.56809496,34.31264017,1
21.97313069,47.83016354,15.84377603,1.241241245,8.290949809,1.823772372,10.26109156,8405.525375,53.67749761,112.2340689,857,10,4,12,-8.290949809,37.35774607,1
11.80088201,32.75076109,8.719757886,1.122834823,13.99605264,1.750404342,719.8486855,6149.142039,87.51044708,115.2565913,1166,13,1,5,-13.69157767,21.57975415,0
25.22050706,48.21830889,16.33969937,1.312817728,8.989780824,1.907800216,4297.581302,6064.491986,168.2479391,92.48355461,539,2,3,8,-8.989780824,55.22050706,1
20.38621599,50.25443869,15.89284899,1.052329225,6.611872757,1.483777391,2.002498439,11999.13848,48.16002515,107.4083972,1318,11,1,11,-6.611872757,39.43383504,1
24.84227815,47.2645308,14.44256084,1.261290017,12.08267955,2.353125304,4288.96092,6090.860375,46.55540208,110.862469,550,1,2,9,-12.08267955,54.84227815,1
26.72720609,47.14016003,13.79568392,1.001251819,9.238478833,1.702958866,3974.264933,7998.679483,45,72.61118159,671,5,0,8,-7.21368712,34.41951378,1
11.13265201,35.77273688,10.15941299,1.227546338,14.71088308,1.93048468,2130.905904,2859.002976,164.7448813,93.34241148,575,11,1,9,-10.56338706,17.01500495,0
16.03973395,45.67897722,14.41172353,1.242161343,11.38789994,1.848489587,2851.763763,3499.75613,64.1534262,102.3020843,489,5,1,7,-10.97295224,57.70640062,1
13.09816386,48.08649274,15.36335203,0.965849668,10.8433952,1.444505076,4185.588008,6486.777886,62.17678961,102.4749661,1109,11,0,9,-8.212527844,17.64361841,0
23.4991472,45.05463634,15.83326117,0.863165273,5.828019806,1.246915831,4352.878115,5004.280459,45,80.74461256,478,2,0,3,-5.828019806,49.07465894,1
4.781063794,31.96614209,7.923772763,0.655553027,8.52283649,1.250242876,2289.346322,2939.968426,48.95109118,110.7223744,1378,15,0,13,-8.52283649,9.542968556,0
21.58576339,45.36594529,16.04261579,0.932133055,6.941801767,1.358356418,4152.167251,8609.059344,40.60129465,123.3395381,894,4,1,7,-6.941801767,28.72862053,1
8.427445639,31.36799898,8.976673091,0.993348583,5.810428793,1.379749079,2124.532862,2616.188994,57.82878287,91.21693204,696,10,0,5,-5.072958159,23.54024803,0
26.80035993,47.31280892,15.28031963,1.217382583,10.07283669,1.918888289,3879.606935,5037.031933,45,65.85917792,422,2,1,7,-10.07283669,37.91147104,1
19.82087585,47.66991571,15.30347292,0.846764579,14.04440481,1.405342192,6658.189559,8418.361852,45,85.46334314,951,3,1,5,-13.72991686,24.58278061,0
26.45187472,47.81494996,15.97425372,1.171968144,15.33310558,1.760150605,3010.835665,3743.412627,45,56.23209412,318,1,1,3,-15.33310558,38.95187472,1
28.91405472,50.26891397,16.07403972,1.392070272,25.61083603,2.748934396,3761.13148,7135.93118,45,81.29259707,553,3,5,10,-25.60546745,72.66405472,1
13.98962258,44.89230491,14.87246699,1.186201377,19.71708898,2.013103388,2128.740308,5055.445678,172.0560688,92.66993337,809,10,3,10,-19.4836556,31.84676544,1
25.26345169,46.03785851,15.1396719,1.165715205,6.484198332,1.557794113,3731.604944,5123.079886,45,91.11190087,455,1,0,6,-6.484198332,32.95575938,1
23.27429029,41.4030538,12.156053,0.98072157,20.33697166,1.792552789,2346.489985,6364.132377,46.30195267,114.0077553,612,2,1,5,-20.14899683,30.96659798,1
16.83113904,44.88280348,16.68980908,0.925684481,7.533700697,1.364416238,2434.630339,3056.307655,45,78.51130218,407,4,0,2,-6.724338797,44.53794343,1
29.5654518,47.91977295,15.27753487,0.976329756,5.723952869,1.346635608,3768.986309,4514.010945,57.79238351,65.18963918,343,1,0,2,-5.723952869,62.89878513,1
8.269264141,29.07689117,8.85971272,1.041006659,6.975515812,1.966860099,1586.709895,2195.12413,58.35163641,80.41878635,595,10,0,6,-6.975515812,12.81471869,0
26.43595836,47.78555832,15.23081395,1.035861959,7.327983688,1.555933931,4105.778367,5938.127373,46.651423,76.51643756,504,3,0,4,-5.894674195,36.43595836,1
6.952888548,26.52674545,6.508692364,1.211412027,5.821729777,1.718158078,472.9588988,725.5354098,57.52880771,93.39627138,234,4,0,1,-5.394626329,62.36649732,1
9.399634675,37.28170297,10.94319373,1.223231785,17.64947462,2.214207979,2136.837298,2509.494328,80.53767779,134.0589449,599,15,1,10,-16.43082275,15.28198762,0
14.41464467,32.9949795,10.02543766,1.111796704,8.138999489,1.775211216,2122.559686,2774.432817,46.06091169,85.95548365,432,3,0,6,-5.445613299,44.64024945,1
26.92415675,43.90628565,15.67180544,1.244250204,34.74045819,2.813784918,4235.74444,5024.239965,83.22941646,79.66023613,419,2,1,5,-34.74045819,46.92415675,1
7.068629802,35.16871337,10.50885354,1.034698245,18.48439979,2.194983894,343.6003492,583.1413981,45,117.3276162,183,4,0,3,-15.19847977,62.48223857,1
24.93017847,43.65299678,11.06454326,1.114087435,12.89834643,1.785154056,1591.128367,2559.887804,52.71492281,111.183266,231,5.891223462,0,3,-12.89834643,36.04128958,1
27.63607447,106.2473347,16.03952359,1.978792295,103.5222571,5.811106692,4239.029701,5219.842367,169.4861398,116.4052252,424,2,4,6,-32.20756167,56.20750304,1
11.64023882,40.43184488,11.33257681,1.403001456,6.793986027,1.917704567,1133.580566,2476.707469,86.03208186,117.3079535,477,17,0,7,-6.214196224,21.16404834,0
1.227192469,37.67464251,5.073804163,0.31810956,10.45677189,0.738638368,391.3558483,880.3121328,71.26856855,100.7047958,1592,3,0,2,-7.806784891,10.31810156,0
22.34977516,42.69477607,12.94358688,1.16942266,17.25257039,1.819402471,5377.965148,7497.25112,49.75559114,83.82631135,751,4,1,7,-16.15813696,38.97385779,1
27.17623481,44.6996476,13.05001181,1.251563372,24.09052987,2.116504821,4773.673858,7792.189359,50.84078474,74.56633383,642,1,2,10,-24.09052987,68.84290148,1
24.53159398,41.98790226,13.08684201,1.032072935,7.387754164,1.3843788,3742.447137,5324.877329,45,87.36410638,487,2,0,3,-7.387754164,37.03159398,1
22.27152915,43.6426507,15.24906899,0.855510795,9.88918095,1.23935768,4945.51282,5572.118504,45,66.52220866,561,4,0,0,-9.88918095,35.60486248,1
16.24865645,39.11799422,13.81211394,1.481197842,14.60399514,2.427005659,2989.549908,4336.796996,57.43368475,96.64250762,597,6,1,8,-12.01319186,41.24865645,1
28.9570135,49.79152699,15.16903164,1.405517097,17.55057138,2.691270519,4218.955374,5295.014174,63.97392188,97.38947584,410,2,1,8,-17.55057138,28.9570135,1
24.56822314,79.24821159,15.83764109,1.431505963,55.36829869,2.378444846,13801.21704,17277.97618,51.4619978,68.58929273,1576,8,5,27,-10.52744873,48.56822314,1
17.46434334,47.50701506,12.31607191,1.432639202,37.20058057,2.781123455,1895.009499,4231.637527,98.53076561,96.49045165,542,9,1,14,-37.20058057,22.2262481,0
7.881792495,39.03324532,9.691997396,0.891394983,11.73758065,1.949398548,2287.031747,2768.925515,100.0715887,139.7684339,787,12,0,7,-4.854514857,21.21512583,0
4.711338369,36.6190333,8.669057408,0.613354935,13.59165898,1.317011842,2146.929435,3137.738101,55.23687998,123.1876863,1489,7,1,5,-13.59165898,7.65251484,0
16.4273343,48.76413633,16.53170196,1.12249012,22.55109115,1.982914276,4311.575733,6250.310323,54.85503605,110.7445754,853,11,4,8,-22.55109115,30.22043775,1
27.6044208,45.97460168,14.62048788,1.238846669,11.1916814,2.224000533,4036.584984,5674.634326,40.00625601,77.68907537,461,1,0,8,-11.1916814,82.14987535,2
27.19198545,83.41586765,13.99955457,1.454482164,45.00460264,2.630722426,4484.348606,6803.636431,41.1742392,70.37870678,561,1,0,10,-8.56686245,70.04912831,1
25.68164417,50.99777062,15.41715639,1.452067107,7.402828318,2.025251641,4310.548008,6250.877355,47.21508115,76.67744994,546,3,0,10,-7.402828318,52.34831084,1
13.28325792,42.5670731,14.72191639,0.77011171,10.45333379,1.237367054,4105.500783,8592.574416,45,120.6470232,1448,9,0,11,-8.391460923,36.360181,1
27.07600715,45.48082673,15.25149199,1.171877042,11.01044552,1.755920808,3720.720538,5299.305975,45.07261819,69.22562217,439,2,0,6,-11.01044552,47.07600715,1
20.76038574,47.18803374,18.32610641,0.83011744,19.8439136,1.655673705,4173.497052,5782.936659,45,130.8513679,624,2,2,5,-19.8439136,37.42705241,1
28.48671711,101.218509,14.29216246,1.577893527,71.59286819,4.108592596,4525.442213,6900.359527,101.962777,139.5247091,541,1,0,7,-6.486562064,97.71748634,2
26.78555232,48.99817597,16.06886207,1.03993905,6.777050254,1.451062418,4226.099395,4856.250007,45.66158468,97.50343347,407,1,0,4,-6.777050254,39.28555232,1
0.388077441,2.534270704,0.4431526,0.385530909,2.310270704,0.542406812,11.00545319,105.8137954,45,116.4461983,610,1,0,0,-2.310270704,10.77812908,0
10.99031613,33.24344146,10.01922832,1.215249031,19.60018204,1.941488815,358.99383,5664.521255,45,105.8273467,1153,20,1,20,-19.60018204,14.11531613,0
23.62370872,46.47122809,12.87138943,1.080353468,10.8375272,1.520920738,3933.455922,5178.613669,35.53767779,94.39151305,492,2,1,5,-10.8375272,60.56611457,1
0.252947812,3.367458389,0.542818212,0.250567626,2.464,0.53674793,13.97139936,46.29848336,45,78.99307015,411,2,0,0,-2.247458389,83.37336097,2
14.33509185,36.98442829,13.75887327,1.045021307,7.793024036,1.608310389,989.3946078,1229.956715,49.90809556,103.6538993,193,1,1,3,-7.793024036,47.66842518,1
4.39710122,31.87575881,7.12509748,0.640296624,4.836004139,1.938675975,512.3497438,1085.534364,45,126.1789959,554,3,0,4,-4.836004139,11.53995836,0
27.83280839,47.54977115,14.32759496,1.441239698,13.70665269,2.250413461,4106.001249,7719.83373,47.46326675,86.05134478,621,2,5,11,-13.70096816,71.58280839,1
5.414468059,37.8824996,8.948396105,0.689753712,7.401662689,1.150064472,2308.527195,2982.879831,47.04540849,114.7416383,1234,7,0,7,-5.92979501,13.10677575,0
28.89011604,49.2784727,15.10675498,1.407489022,11.12120637,2.172662134,3464.593924,4230.338421,36.86989765,71.60360543,329,1,0,6,-9.132123768,53.89011604,1
29.185993,64.79836442,15.75449059,1.905219824,45.72150598,4.326815725,4158.671992,5776.556994,154.8735174,125.3640087,444,2,1,6,-19.92319473,79.185993,2
16.58062453,31.5553913,9.206383814,1.370685492,10.66471404,1.968267506,743.7303813,6380.235829,78.02386756,104.3289883,862,6,0,12,-10.66471404,38.80284675,1
4.832159932,35.42459259,8.587297745,0.600643912,11.13550601,1.140122655,2303.047069,2974.997911,53.13010235,110.3868683,1380,10,0,6,-5.409769571,13.92306902,0
21.22721395,40.8737091,11.98515438,0.996171754,9.545125863,1.429369122,0.721110255,11153.6746,45,113.5907095,1176,9,0,8,-8.91571798,33.54134923,1
5.183343228,33.83586547,8.910704022,0.604999848,18.82588022,1.660402416,2299.175644,2870.951596,51.63532076,109.1187316,1238,4,1,8,-16.58695361,15.70965902,0
11.52689988,36.90497723,10.52216079,1.260357308,5.940390373,2.163922452,2131.99595,2542.888159,45,114.1797183,495,10,0,8,-5.940390373,37.10241162,1
9.878891945,35.83229917,12.47646622,1.014264385,8.337315335,1.564820793,707.1500265,794.0515113,45,145.9854222,180,4,0,2,-5.228427457,76.37522247,2
8.1177077,30.70107751,8.853100503,1.009953592,13.07578633,1.543137412,2130.160682,2901.487261,66.16125982,120.1366681,799,14,0,8,-13.07578633,24.74179033,0
28.6131593,47.42138724,14.72058391,0.954343832,13.48021865,1.492023274,3947.344994,8091.493407,51.91213294,83.28592413,634,3,1,4,-12.42656456,41.1131593,1
8.72123263,33.20190838,8.766146402,1.042357852,16.07331051,1.652048477,2120.597821,2695.954339,46.99377001,87.1826069,692,12,1,9,-12.27411555,13.48313739,0
13.05646787,47.0746539,16.22671236,0.855945919,12.58053808,1.493387525,4392.890037,7675.657889,131.2173546,100.462932,1317,10,2,12,-11.7902205,49.05646787,1
19.87050169,49.0963852,14.08022494,0.887483763,5.530505357,1.455754855,7167.547425,9333.558059,82.87498365,110.790998,1053,7,0,8,-5.530505357,22.90080472,0
32.45214963,54.20846281,14.59796342,1.124114815,14.30249004,2.119343612,3643.980111,8106.037287,60.87345803,92.10561169,560,2,2,5,-14.30249004,82.45214963,2
17.92964982,46.34635243,15.01881712,1.119246218,9.235693795,1.548718836,4740.771661,8426.440858,45,109.6634756,1053,10,1,12,-9.235693795,32.21536411,1
23.98043548,47.84222604,16.12735728,1.432697244,36.63059731,2.987212566,4250.713824,6103.016492,53.3676528,114.301007,569,5,6,7,-34.15761885,38.26614977,1
13.53549019,47.26877701,12.10751349,1.354906216,9.288221746,2.004807073,1448.15765,1984.893596,48.31951616,108.65644,329,6,1,7,-9.288221746,63.53549019,1
23.3079883,46.34635243,15.14069332,1.0749035,5.700965851,1.909682574,3754.497612,5181.865256,45,75.68220724,499,3,0,6,-5.700965851,50.58071557,1
10.64632976,34.80876395,10.16843942,1.183869566,11.32335459,1.810375032,2132.470309,2590.770881,60.14210942,75.33462157,546,12,1,7,-10.93774837,30.20407403,1
5.087665111,28.95237911,7.871468608,0.74423944,9.215603708,1.668450976,1880.335696,2493.864416,63.29451827,109.9540897,1099,14,1,8,-9.215603708,8.933818957,0
23.52354508,41.84725291,12.57058845,1.117410483,8.489746337,1.53288904,5162.031221,6427.681374,45,94.44613686,613,2,0,7,-5.489347841,56.77171034,1
4.696240049,20.8404284,6.596889836,0.751930573,9.262083335,1.330778583,219.2016423,621.6250463,39.86955295,116.79106,295,2,0,2,-9.262083335,71.19257057,1
29.31478681,50.45572031,15.17307127,1.099418077,27.80922346,2.092186543,7420.483387,10090.66668,45,107.8887078,771,2,1,2,-26.92658864,45.98145348,1
24.71438131,45.05463634,13.99073582,1.046031211,7.73727678,1.475011898,3945.428297,6104.402703,54.57422789,82.54800226,554,3,0,5,-7.73727678,37.21438131,1
24.20394282,48.58321949,15.72136457,1.019922365,19.71759185,1.720034715,5584.924798,8264.194961,50.11649455,135.5541048,765,4,2,10,-19.71759185,45.63251425,1
20.29606861,43.21516771,13.58165821,0.980895007,12.10414913,1.487847746,4473.854159,13548.78325,62.18079725,102.1694855,1495,11,1,10,-12.10414913,40.29606861,1
3.522407381,32.85401211,7.356634954,0.590555151,10.44953256,1.144886734,1678.951125,2252.880411,114.5504524,104.9898655,1429,6,1,6,-8.773431194,6.647407381,0
10.05073876,34.66214535,9.216332584,1.085658912,6.038114439,1.59569184,582.459784,867.8303162,45,127.0100611,194,2,0,2,-6.038114439,22.55073876,0
10.77092676,45.77553862,14.93732601,0.745574314,6.65111717,1.180464191,2257.871177,5676.486145,68.43094793,123.5615201,1181,8,1,6,-6.236820375,13.09650816,0
27.72154703,46.19507853,14.9471389,1.297484862,13.75570788,2.144436462,4486.104317,6951.200778,70.55996517,66.83816955,562,5,1,10,-13.13723263,63.43583274,1
26.36604845,46.48202405,14.91801869,1.44360562,12.32055124,2.351879479,4251.433021,6114.391011,129.7728331,119.747915,520,1,1,10,-10.49201085,80.911503,2
22.42971519,55.29216653,17.47277139,1.259084679,14.56229601,2.254143192,3632.954987,5793.784722,45,98.247111,579,7,0,10,-14.56229601,48.51667171,1
29.54263744,51.19367961,14.6123175,1.221839735,35.63880028,2.969473094,4018.831004,8201.987541,52.06847962,74.51359263,621,3,1,6,-35.63880028,84.08809199,2
21.52292334,42.36147382,14.10436136,1.206435213,15.06333719,1.978820917,3317.123008,4091.637416,42.66269414,97.58967773,426,3,1,6,-15.06333719,43.74514556,1
23.254964,44.46273046,15.05878923,1.031354151,4.70131273,1.422906765,3402.822969,3810.171868,45,82.85046239,368,2,0,4,-4.70131273,89.75129452,2
0.141794082,2.697317186,0.439577898,0.227339079,2.534270704,0.586288362,10.39422917,15.50981479,45,64.31644588,233,1,0,0,-2.534270704,55.55540285,1
21.79612709,41.76984405,13.59042036,0.917393043,6.233123033,1.288236892,2236.992915,2938.584991,45,117.102359,303,3,0,4,-6.233123033,38.46279376,1
6.461131853,28.24976602,7.974854868,0.946707679,11.770464,1.596384664,379.954642,1620.487141,126.2852671,112.2293589,561,7,0,7,-11.36113724,20.31453404,0
14.14001602,28.2959084,9.8725448,0.994590609,25.03394176,2.473176585,3310.84514,3814.136105,52.99479563,108.4855855,201,2,1,3,-25.03394176,34.14001602,1
24.03019693,61.20735956,16.74689455,2.005178365,43.1479022,3.948344027,1964.445087,3421.761215,65.5171823,131.7695991,319,4,5,8,-23.0812698,86.53019693,2
9.095658765,43.13497922,9.917888441,0.981197931,10.28325804,1.477220504,2174.775494,2590.638523,154.4400348,133.9628014,639,8,0,9,-6.102420137,17.4289921,0
28.28122278,62.16474216,14.90255508,1.787740478,43.85672992,4.851238696,3971.020798,5752.562633,45,111.0514543,455,1,4,10,-32.99995908,65.78122278,1
26.94429209,45.53870969,13.45315133,1.167234822,11.79262519,2.410342156,4035.973891,5659.324207,38.65980825,143.7242796,471,1,1,6,-11.79262519,55.51572066,1
4.191876191,31.80878872,8.120656846,0.594152934,6.115284245,0.994872648,1923.72411,2427.171169,45,103.8545486,1298,6,0,5,-5.676388303,10.85854286,0
23.07335236,47.49011316,16.35922973,1.122399941,11.23178297,1.595533935,4203.954162,5072.928329,40.96507248,71.19832125,493,5,0,3,-7.422465025,60.01575821,1
30.07846151,62.11871782,15.92917888,1.125947666,23.54776502,2.421384316,3502.534906,4243.211534,57.80231053,64.70627819,317,1,3,3,-23.54776502,63.41179484,1
