ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
9220384,07/17/2013 05:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,14,35,21,7,1154167,1920723,2013,41.9382937,-87.70881246
8630109,05/25/2012 07:00:00 PM,ROBBERY,AGGRAVATED,SIDEWALK,0,0,3,6,69,3,1177522,1857646,2012,41.7647071,-87.62489091
9749475,08/21/2014 12:01:00 AM,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER,0,0,8,13,64,11,1141206,1862266,2014,41.77812888,-87.75788742
8889903,11/15/2012 04:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,15,29,25,14,1136736,1902265,2012,41.88797334,-87.77331899
7547694,06-09-2010 14:50,NARCOTICS,POSS: CRACK,STREET,1,0,6,21,71,18,1172248,1851147,2010,41.74699059,-87.64441225
7816622,11-07-2010 00:11,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,0,1,15,28,25,08B,1143664,1898221,2010,41.87674923,-87.74797803
8382700,12-02-2011 22:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,17,33,14,14,1155809,1929757,2011,41.9630506,-87.70253336
7669244,08/21/2010 07:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,12,2,28,7,1164455,1898451,2010,41.8769659,-87.67163327
10667607,09-03-2016 02:00,ASSAULT,SIMPLE,TAXICAB,0,0,14,1,24,08A,1165720,1909407,2016,41.90700312,-87.66667604
10862663,02/27/2017 02:15:00 PM,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),0,0,18,43,7,6,1175057,1915111,2017,41.92245089,-87.63220629
10610669,12/25/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,8,13,65,11,,,2013,,
9495038,01/14/2014 10:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,0,0,3,5,43,11,1188377,1858897,2014,41.76788773,-87.58506498
7277888,12/17/2009 12:40:00 AM,BATTERY,SIMPLE,RESIDENCE,0,0,7,17,67,08B,1167703,1860312,2009,41.77223923,-87.66080379
7617629,07/17/2010 05:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,HIGHWAY/EXPRESSWAY,0,0,4,7,48,14,1193871,1846965,2010,41.73501244,-87.56531775
10734215,10/29/2016 05:14:00 AM,ARSON,BY FIRE,STREET,0,0,14,26,23,9,1152103,1911511,2016,41.9130562,-87.71664165
9674382,06/30/2014 05:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,5,34,49,08B,1177155,1834542,2014,41.70131507,-87.62693107
9662347,06/20/2014 07:45:00 PM,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,0,0,16,38,15,3,1137935,1927059,2014,41.9559893,-87.76831586
8966381,01-11-2013 23:00,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,0,0,22,34,73,14,1172514,1834948,2013,41.7025324,-87.64391293
7471207,04/23/2010 07:54:00 PM,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,0,0,18,42,8,04B,1177513,1904239,2010,41.89256222,-87.62351287
9822161,10/17/2014 02:30:00 PM,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0,0,9,16,61,6,1164281,1868595,2014,41.7950416,-87.67311473
10310780,11/13/2015 03:45:00 AM,ROBBERY,ARMED: HANDGUN,STREET,0,0,3,5,42,3,1186678,1861436,2015,41.77489536,-87.5912122
6700478,01-09-2009 13:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,25,37,25,18,1145333,1910233,2009,41.90968012,-87.74154571
9191981,06/22/2013 01:00:00 PM,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,VEHICLE NON-COMMERCIAL,0,0,4,7,46,7,1195990,1852458,2013,41.75003352,-87.55737332
9206677,07-07-2013 22:00,THEFT,$500 AND UNDER,STREET,0,0,12,1,24,6,1158661,1906886,2013,41.9002329,-87.6926759
8414361,12/22/2011 07:15:00 AM,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,19,32,7,5,1164906,1916928,2011,41.92765854,-87.66945233
7289437,12/26/2009 12:15:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,17,45,15,6,1143937,1926169,2009,41.95343636,-87.74627323
8037601,04/27/2011 08:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1,2,32,14,1174838,1896647,2011,41.87178962,-87.6335643
6451772,02-01-2008 09:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,0,0,7,3,68,6,1172759,1868283,2008,41.79400256,-87.64203512
7714597,09/17/2010 03:30:00 PM,BATTERY,SIMPLE,ALLEY,0,0,14,1,22,08B,1158410,1912230,2010,41.91490241,-87.69345141
10736712,06-01-2016 07:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,15,29,25,11,,,2016,,
8977735,01/20/2013 10:34:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,1,0,25,30,20,14,1147211,1912937,2013,41.9170644,-87.73457732
8755702,08/14/2012 11:00:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,1,1,25,37,25,26,1139141,1908768,2012,41.90577496,-87.76432851
10825476,01/21/2017 11:15:00 AM,THEFT,$500 AND UNDER,STREET,0,0,4,10,55,6,1204544,1816604,2017,41.65143133,-87.52725823
6140296,03/18/2008 04:36:56 PM,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,4,8,48,5,1187993,1846675,2008,41.73435857,-87.58686117
10735758,10/30/2016 04:41:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,VACANT LOT/LAND,1,0,11,24,29,24,1152212,1894795,2016,41.86718364,-87.71668254
10057749,05-04-2015 13:35,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER RAILROAD PROP / TRAIN DEPOT,1,0,9,14,63,26,1158534,1871980,2015,41.80444968,-87.69409681
9224600,07/20/2013 01:00:00 PM,CRIMINAL TRESPASS,TO LAND,SIDEWALK,1,0,5,9,49,26,1178996,1836923,2013,41.70780723,-87.62011778
7307045,01-08-2010 12:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,14,1,24,6,1164309,1909321,2010,41.9067971,-87.67186166
9993876,01/30/2015 07:53:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,0,6,6,44,26,1179046,1849713,2015,41.74290347,-87.61954631
8426284,01-04-2012 19:58,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,1,0,11,28,26,11,1149512,1901446,2012,41.88548754,-87.72642205
7071294,08-11-2009 18:30,BATTERY,SIMPLE,STREET,0,0,3,20,42,08B,1180684,1862467,2009,41.77786436,-87.61315344
8494143,02/23/2012 08:00:00 PM,BATTERY,SIMPLE,STREET,0,0,6,21,71,08B,1167710,1852264,2012,41.7501543,-87.66100871
10680170,09/13/2016 09:20:00 PM,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,19,44,6,3,1168166,1919409,2016,41.93439664,-87.65740129
10095358,06-01-2015 21:45,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,11,28,26,14,1147361,1900139,2015,41.88194245,-87.7343545
7100898,08/29/2009 11:19:00 AM,NARCOTICS,POSS: CRACK,APARTMENT,1,0,12,26,24,18,1158566,1906553,2009,41.89932107,-87.69303397
8899060,11/22/2012 04:40:00 PM,ASSAULT,SIMPLE,RESIDENCE,0,0,2,3,40,08A,1179365,1870997,2012,41.8013017,-87.61772861
10828683,01/25/2017 02:30:00 PM,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),0,0,18,43,7,6,1173986,1913691,2017,41.91857831,-87.63618385
7207871,11-02-2009 19:43,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,8,14,58,6,1155814,1873754,2009,41.80937285,-87.70402497
8132511,06/26/2011 11:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,12,27,27,7,1156047,1901851,2011,41.88646956,-87.70241323
7770652,10/22/2010 11:40:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,10,22,29,08B,1147120,1888137,2010,41.8490121,-87.73554634
9482140,02-01-2014 10:00,THEFT,OVER $500,STREET,0,0,10,24,29,6,1155665,1890315,2014,41.85482127,-87.70412656
6120934,03-08-2008 03:00,THEFT,OVER $500,STREET,0,0,15,29,25,6,1137150,1906996,2008,41.90094838,-87.77168489
6359255,05-05-2008 12:55,BATTERY,SIMPLE,ALLEY,0,0,11,27,23,08B,1150193,1906740,2008,41.90000158,-87.72378316
7044508,07/27/2009 11:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),0,0,24,49,2,14,1160920,1947907,2009,42.01275009,-87.6832355
9800169,09/30/2014 12:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,0,1,7,17,67,08B,1164866,1859359,2014,41.76968448,-87.67123031
10358905,12/25/2015 02:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,STREET,0,0,8,23,56,14,1136650,1867187,2015,41.79171545,-87.77447299
6724032,01/28/2009 01:15:00 AM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,0,0,10,24,29,11,1149970,1892119,2009,41.85988428,-87.72498292
6366714,07/14/2008 08:30:00 PM,THEFT,OVER $500,STREET,0,0,7,16,68,6,1170535,1867022,2008,41.79059102,-87.65022713
7949449,02/25/2011 06:00:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,0,0,4,10,52,14,1200874,1834354,2011,41.7002325,-87.54008796
6840067,04-01-2009 11:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,4,8,46,5,1192270,1851428,2009,41.74729836,-87.57103821
8907262,11/28/2012 10:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0,0,12,27,28,14,1163161,1900027,2012,41.88131785,-87.67634015
7550415,05/29/2010 08:10:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,1,0,11,28,26,18,1150844,1899387,2010,41.87981146,-87.72158455
8775418,08/27/2012 09:40:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,0,0,15,28,25,15,1142081,1902249,2012,41.88783204,-87.75369049
8695787,06/23/2012 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,0,1,22,21,73,2,1168913,1844874,2012,41.72984921,-87.65681326
7801042,11-11-2010 09:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,8,15,66,7,1155305,1861324,2010,41.77527337,-87.70622447
7258921,12-04-2009 00:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,25,37,25,14,1138967,1909423,2009,41.90757552,-87.76495174
10224397,09-04-2015 23:44,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0,0,4,8,46,26,1189358,1852754,2015,41.75100733,-87.58166597
7159330,10-02-2009 19:15,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,0,0,2,4,35,3,1179464,1882687,2009,41.83337774,-87.61700815
8751814,08-11-2012 10:00,THEFT,OVER $500,SIDEWALK,0,0,25,31,19,6,1141180,1919581,2012,41.93540963,-87.75657129
8493268,02/23/2012 07:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,0,1,10,28,29,08B,1159121,1893272,2012,41.86286539,-87.69136036
6664435,12/17/2008 04:34:00 AM,CRIMINAL DAMAGE,TO PROPERTY,CLEANING STORE,0,0,19,44,6,14,1168822,1921419,2008,41.93989795,-87.65493205
6502834,09/17/2008 07:59:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,6,6,44,14,1178585,1850385,2008,41.744758,-87.62121504
8313135,10/17/2011 11:12:00 PM,OTHER OFFENSE,OTHER ARSON/EXPLOSIVE INCIDENT,RESIDENCE PORCH/HALLWAY,0,0,3,5,43,26,1186166,1855989,2011,41.75996041,-87.5932609
6347272,06/27/2008 02:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,17,39,13,08B,1152773,1934672,2008,41.97659845,-87.71356498
9123344,03/29/2013 09:00:00 AM,THEFT,OVER $500,WAREHOUSE,0,0,22,34,75,6,1171468,1831207,2013,41.69228943,-87.64785213
10744581,11-06-2016 20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,SMALL RETAIL STORE,0,0,9,14,58,7,1157015,1877709,2016,41.82020167,-87.69951288
8913878,12-03-2012 10:33,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,1,0,8,15,66,18,1161330,1862156,2012,41.77743381,-87.68411439
10307989,03-01-2013 12:00,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,0,0,9,20,61,20,,,2013,,
9708108,07/23/2014 10:00:00 PM,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0,0,22,21,73,6,1172293,1842722,2014,41.72387025,-87.64449444
7467586,04/21/2010 09:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,9,11,60,5,1172039,1881677,2010,41.83077289,-87.6442815
6736235,11/26/2008 01:07:00 PM,NARCOTICS,MANU/DELIVER:COCAINE,VEHICLE NON-COMMERCIAL,1,0,10,24,30,18,1156379,1888864,2008,41.85082518,-87.70154504
6230372,04/29/2008 10:00:00 PM,ASSAULT,SIMPLE,STREET,0,0,12,2,28,08A,1161965,1899053,2008,41.87867015,-87.680759
8439929,10-04-2011 09:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,0,0,6,6,69,11,1181228,1854445,2011,41.75583866,-87.61140598
6943764,05/30/2009 12:00:00 PM,NARCOTICS,POSS: CRACK,STREET,1,0,7,16,67,18,1166813,1867585,2009,41.79221631,-87.6638587
10614248,07/27/2016 02:30:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1,0,1,42,32,6,1176405,1899629,2016,41.87993721,-87.62772127
9623227,05/23/2014 10:50:00 AM,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,APARTMENT,1,0,5,9,54,26,1183017,1818559,2014,41.65732153,-87.60596062
7905398,01/25/2011 06:20:00 PM,THEFT,RETAIL THEFT,CONVENIENCE STORE,0,0,4,10,46,6,1197693,1846366,2011,41.73327429,-87.55133578
8996012,01/25/2013 04:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,5,34,49,5,1177268,1833007,2013,41.69710027,-87.62656343
8160061,07/13/2011 10:20:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,2,3,38,18,1178763,1876337,2011,41.81596885,-87.61977374
9913177,01-02-2015 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,6,21,71,7,1168873,1850391,2015,41.74498951,-87.65680092
10421867,02/22/2016 02:59:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,5,34,49,14,1176576,1835647,2016,41.70436036,-87.62901808
7014116,07-07-2009 21:38,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,1,0,4,7,46,18,1196564,1852240,2009,41.74942108,-87.5552772
6449663,08/22/2008 09:56:19 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,7,17,67,08B,1166210,1858652,2008,41.76771588,-87.66632389
10127247,05/23/2015 10:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,17,39,12,14,1146569,1941841,2015,41.99639156,-87.73619608
8261586,09/13/2011 06:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,17,39,13,08B,1152341,1938022,2011,41.98579961,-87.71506471
8651209,06-09-2012 12:45,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,11,28,25,08B,1144706,1901041,2012,41.88446808,-87.74408099
7718806,09/21/2010 07:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,11,37,23,5,1147225,1906309,2010,41.89887622,-87.73469583
7064975,08-08-2009 00:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,22,21,73,7,1168967,1842886,2009,41.72439268,-87.65667269
6194803,04/16/2008 10:35:00 AM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,1,0,7,17,67,6,1166897,1858031,2008,41.76599713,-87.66382344
7111005,09-03-2009 19:25,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,19,44,6,14,1170172,1919472,2009,41.93452588,-87.65002745
8442403,01/17/2012 12:30:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,19,46,3,18,1168288,1929380,2012,41.96175484,-87.65666365
7001825,07-02-2009 14:15,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,25,29,25,18,1137432,1910047,2009,41.90931563,-87.77057554
9763190,09-03-2014 03:15,BATTERY,SIMPLE,SIDEWALK,0,0,14,1,24,08B,1165424,1908071,2014,41.90334335,-87.66780144
9877557,06-10-2014 12:00,THEFT,OVER $500,RESIDENCE,0,0,12,1,24,6,1165233,1906032,2014,41.89775225,-87.66856106
9017595,02/20/2013 05:00:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,0,0,19,32,5,26,1159767,1922796,2013,41.94386834,-87.68817386
10161219,07/20/2015 05:00:00 PM,THEFT,FROM BUILDING,RESIDENCE,0,0,10,24,29,6,1152702,1889472,2015,41.85256704,-87.7150244
8330101,09/26/2011 12:30:00 AM,CRIMINAL DAMAGE,TO VEHICLE,OTHER,0,0,1,2,35,14,1177749,1884891,2011,41.83946476,-87.62323391
7402704,03-12-2010 15:38,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,24,49,1,18,1161338,1950108,2010,42.01878096,-87.68163581
8272092,09/20/2011 09:15:00 PM,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,STREET,1,0,25,37,25,26,1141457,1908399,2011,41.90471991,-87.75583003
7664003,08/18/2010 02:00:00 AM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,0,0,25,29,19,5,1135243,1918262,2010,41.93189768,-87.77842181
10489226,04/17/2016 07:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,25,30,21,08B,1150358,1919010,2016,41.93366837,-87.7228563
6286454,05/30/2008 01:50:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,8,18,66,14,1159573,1858510,2008,41.76746487,-87.69065548
9643153,06-06-2014 23:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,12,25,31,7,1167358,1890147,2014,41.85411712,-87.66121308
9032032,03-05-2013 11:50,THEFT,RETAIL THEFT,DRUG STORE,1,0,1,42,32,6,1176406,1899607,2013,41.87987681,-87.62771826
10858926,02/23/2017 02:50:00 PM,ASSAULT,SIMPLE,SMALL RETAIL STORE,0,0,19,44,6,08A,1171702,1921043,2017,41.93880317,-87.64435834
7146687,09/24/2009 07:00:00 PM,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,0,0,25,30,19,15,1136542,1919036,2009,41.93399845,-87.77362953
8309300,10/15/2011 02:45:00 AM,ROBBERY,STRONGARM - NO WEAPON,ALLEY,0,0,17,33,14,3,1152218,1930545,2011,41.96528471,-87.71571537
7365350,02/16/2010 06:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,25,26,23,08B,1151634,1911049,2010,41.91179767,-87.71837683
10084685,05/24/2015 07:00:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,1,0,3,20,42,04A,1180028,1862384,2015,41.77765165,-87.61556087
8234861,08/27/2011 09:29:00 PM,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,0,0,7,15,67,04B,1166305,1867278,2011,41.7913847,-87.6657302
7977928,03/18/2011 07:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,20,48,77,7,1165340,1934624,2011,41.97620794,-87.66735225
7831002,11/26/2010 10:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,RESTAURANT,0,0,1,42,32,6,1177454,1902645,2010,41.88818954,-87.62377796
6850699,04-08-2009 08:25,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,3,20,40,08B,1178263,1863570,2009,41.7809464,-87.62199537
9276563,08/23/2013 03:15:00 PM,THEFT,OVER $500,SIDEWALK,0,0,1,2,32,6,1177389,1897003,2013,41.87270906,-87.62418786
6762256,02/14/2009 12:00:00 PM,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,0,0,16,38,15,7,1136875,1926004,2009,41.95311339,-87.77223812
6914202,05-10-2009 10:38,BATTERY,SIMPLE,STREET,0,0,9,16,61,08B,1165214,1870708,2009,41.80082022,-87.66963358
9064666,03/28/2013 01:00:00 AM,THEFT,$500 AND UNDER,OTHER,0,0,14,1,22,6,1160418,1917765,2013,41.93004949,-87.68592073
6008118,01-06-2008 23:20,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,0,0,3,5,43,04A,1188696,1860596,2008,41.7725423,-87.58384145
7191260,10-01-2009 12:02,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,22,19,72,6,1162577,1841589,2009,41.72096895,-87.68011528
7929097,02/14/2011 07:50:00 PM,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,1,0,20,46,3,26,1168714,1934055,2011,41.97457394,-87.65496135
10028930,04-12-2015 03:32,BURGLARY,HOME INVASION,APARTMENT,0,0,15,28,25,5,1142924,1898203,2015,41.87671365,-87.75069556
8853715,10/20/2012 04:15:00 PM,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,1,0,6,21,44,26,1175078,1849610,2012,41.74271022,-87.63408818
10442421,03-09-2016 11:33,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,0,0,1,42,32,11,1177144,1900833,2016,41.88322434,-87.6249713
6058267,02-04-2008 18:40,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,1,0,12,27,28,18,1165459,1901111,2008,41.88424385,-87.66787117
9196112,06/29/2013 10:57:00 PM,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),0,0,8,23,56,3,1145144,1873356,2013,41.80848842,-87.74317121
9470975,12/23/2013 12:01:00 AM,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,NURSING HOME/RETIREMENT HOME,0,0,9,12,61,11,1161337,1872619,2013,41.80614551,-87.68379893
6441239,08/18/2008 09:25:07 PM,ASSAULT,SIMPLE,SIDEWALK,1,0,9,14,63,08A,1156636,1868451,2008,41.79480414,-87.70115305
8741248,08-04-2012 16:00,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,1,0,5,9,53,26,1178662,1825407,2012,41.67621325,-87.6216893
6317433,06/20/2008 12:50:00 PM,THEFT,$500 AND UNDER,SIDEWALK,0,0,17,30,15,6,1144241,1921741,2008,41.94127981,-87.74526737
10374984,01-11-2016 07:50,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,25,37,25,7,1144479,1910489,2016,41.91039873,-87.74467652
8931813,12/15/2012 05:49:00 AM,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,1,1,7,16,68,04B,1169684,1864794,2012,41.78449564,-87.65341213
7766178,10/19/2010 10:55:00 PM,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,1,1,16,45,10,26,1133576,1940621,2010,41.99328246,-87.78402115
7424477,03/26/2010 03:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,7,16,67,7,1169006,1865359,2010,41.78606076,-87.65588163
5996267,01-03-2008 00:00,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,0,0,8,14,63,14,1155926,1865325,2008,41.78624025,-87.70384057
7933134,01-11-2011 11:00,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",0,0,16,38,17,6,1135778,1922071,2011,41.94234047,-87.77636479
10765290,11/26/2016 12:00:00 PM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,25,30,19,5,1139808,1916756,2016,41.92768276,-87.76168276
6385499,07-08-2008 00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,8,13,70,14,1150784,1849491,2008,41.7428909,-87.72310581
7307396,01-08-2010 19:20,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,0,1,25,31,19,08A,1141723,1916482,2010,41.92689562,-87.75465258
7948128,02/27/2011 01:32:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,9,12,58,18,1158299,1880231,2011,41.82709625,-87.6947338
8892352,11/16/2012 04:00:00 PM,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,4,10,46,3,1197746,1844398,2012,41.72787262,-87.55120713
6878166,04/23/2009 03:00:00 PM,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0,0,1,42,32,6,1178764,1899999,2009,41.88089896,-87.61904813
8083255,05/25/2011 09:00:00 PM,THEFT,$500 AND UNDER,STREET,0,0,12,2,28,6,1161150,1897597,2011,41.87469172,-87.68379197
7087748,08/20/2009 11:30:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,0,0,8,23,56,14,1145896,1870156,2009,41.79969292,-87.74049395
8954080,01-03-2013 11:30,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,1,0,7,15,67,26,1163155,1861236,2013,41.7748712,-87.67744964
9297330,09-07-2013 21:00,THEFT,$500 AND UNDER,STREET,0,0,14,1,22,6,1158671,1914053,2013,41.91989952,-87.69244247
9401374,11/22/2013 06:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,0,0,5,9,49,14,1180835,1833120,2013,41.69732929,-87.61349975
7045617,07/25/2009 04:00:00 AM,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,0,0,9,12,59,04B,1160939,1881245,2009,41.82982453,-87.68501996
9560191,04-05-2014 08:05,THEFT,RETAIL THEFT,GROCERY FOOD STORE,1,0,10,25,31,6,1159824,1889315,2014,41.85199252,-87.68888874
8981791,01/23/2013 03:45:00 PM,THEFT,$500 AND UNDER,CONVENIENCE STORE,0,0,1,42,32,6,1176352,1900918,2013,41.88347549,-87.62787697
7000463,07-01-2009 19:40,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,1,0,15,28,25,15,1140704,1902215,2009,41.88776415,-87.75874819
6301159,06-11-2008 22:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,0,0,14,1,24,7,1166460,1909597,2008,41.90750868,-87.66395227
6297364,06-09-2008 12:25,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,7,3,68,14,1172596,1867423,2008,41.79164622,-87.64265816
