ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
9609037,05-12-2014 08:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,9,11,59,08B,1161508,1881424,2014,41.83030392,-87.68292732
9259022,08-12-2013 08:30,THEFT,FROM BUILDING,RESIDENCE,0,0,4,8,45,6,1185401,1851526,2013,41.74773152,-87.59620473
8452643,01-24-2012 03:20,THEFT,RETAIL THEFT,DRUG STORE,1,0,6,6,44,6,1183071,1847876,2012,41.73776998,-87.60485569
10323990,10-30-2015 01:45,THEFT,OVER $500,APARTMENT,0,0,1,3,33,6,1176580,1892953,2015,41.8616139,-87.62728033
9620327,07-25-2013 09:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,1,2,33,11,,,2013,,
10626392,08-05-2016 00:50,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,0,0,14,35,21,08A,1153506,1920750,2016,41.93838097,-87.71124108
10685229,09-17-2016 01:30,ASSAULT,SIMPLE,RESIDENCE,0,1,5,34,49,08A,1177261,1836328,2016,41.70621372,-87.62648926
8814361,09-23-2012 04:15,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,22,34,75,08B,1169349,1832816,2012,41.6967508,-87.65556377
8605278,05-09-2012 18:00,THEFT,$500 AND UNDER,STREET,0,0,18,42,8,6,1177101,1905390,2012,41.89572996,-87.62499106
9824750,10-20-2014 08:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,0,1,9,11,60,26,1169489,1884070,2014,41.83739525,-87.65356806
10761632,11-22-2016 03:56,KIDNAPPING,UNLAWFUL RESTRAINT,SMALL RETAIL STORE,0,0,4,7,46,26,1195266,1853101,2016,41.75181585,-87.56000514
9919517,01-09-2015 00:42,ASSAULT,SIMPLE,CTA TRAIN,1,0,1,42,32,08A,1176806,1900517,2015,41.88236487,-87.626222
9875865,12-01-2014 21:25,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,0,0,25,37,25,04B,1140394,1908395,2014,41.90472851,-87.75973489
10442513,03-06-2016 17:00,THEFT,OVER $500,PARK PROPERTY,0,0,25,31,20,6,1147364,1919256,2016,41.93440139,-87.73385288
8652745,06-10-2012 23:15,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,12,26,24,3,1158625,1905891,2012,41.89750328,-87.69283541
10225958,09-06-2015 23:00,BATTERY,SIMPLE,SIDEWALK,0,0,22,21,71,08B,1167878,1846201,2015,41.73351296,-87.66056678
10793725,12-25-2016 01:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,1,0,25,29,19,26,1135597,1917529,2016,41.92987995,-87.77713837
8990938,01-30-2013 05:20,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PUBLIC, BUILDING",0,0,12,25,31,04A,1163623,1891415,2013,41.85767604,-87.67488628
10760450,11-21-2016 06:48,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,1,15,37,25,26,1143364,1904189,2016,41.89313175,-87.74893032
9524794,03-10-2014 12:00,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",0,0,24,49,2,08A,1160625,1949229,2014,42.01638383,-87.68428407
8542302,03-28-2012 01:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,14,32,22,6,1164551,1914302,2012,41.92046017,-87.67083136
10226646,09-07-2015 15:59,THEFT,FROM BUILDING,SMALL RETAIL STORE,0,0,1,2,28,6,1173307,1895355,2015,41.8682784,-87.63922353
9752561,08-26-2014 03:00,THEFT,$500 AND UNDER,STREET,0,0,17,39,16,6,1150298,1927913,2014,41.95810007,-87.72284376
9407326,11-27-2013 06:00,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),0,1,25,37,25,26,1142773,1909176,2013,41.90682767,-87.75097654
9540865,03-20-2014 11:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,0,0,6,6,44,11,1182935,1852451,2014,41.75032743,-87.60521213
9298311,09-08-2013 23:15,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,4,7,43,3,1193587,1855701,2013,41.7589917,-87.56607281
8457735,01-27-2012 04:00,THEFT,$500 AND UNDER,DEPARTMENT STORE,0,0,17,45,15,6,1144677,1926187,2012,41.95347181,-87.74355244
9234120,07-25-2013 06:00,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,0,0,10,24,29,3,1152688,1889938,2013,41.85384608,-87.71506347
10030387,04-13-2015 01:28,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1,0,11,24,26,26,1150825,1896421,2015,41.8716728,-87.72173192
9681639,07-05-2014 03:45,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,SIDEWALK,0,0,14,1,24,17,1160459,1910252,2014,41.90943244,-87.68597848
9703868,07-21-2014 01:45,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,7,16,68,14,1172532,1864093,2014,41.78250975,-87.64299088
10217568,08-31-2015 03:00,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,1,0,4,7,51,7,1190264,1842347,2015,41.72242775,-87.5786804
9814552,10-09-2014 09:00,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,0,0,12,25,31,6,1170868,1891555,2014,41.85790467,-87.64828884
9017838,02-20-2013 09:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,0,0,2,4,35,5,1181253,1882721,2013,41.83342992,-87.61044298
9460344,01-13-2014 07:30,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,0,0,14,1,22,08B,1159883,1918214,2014,41.93129265,-87.6878743
10167983,07-26-2015 04:15,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT/LAND,1,0,11,27,23,26,1150294,1903290,2015,41.89053246,-87.72350225
9400603,11-22-2013 08:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,2,4,38,08B,1182146,1874679,2013,41.81134142,-87.60741573
9841214,10-31-2014 10:40,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,19,46,3,08B,1167324,1931353,2014,41.96718966,-87.66015085
9006526,02-12-2013 14:00,THEFT,FROM BUILDING,APARTMENT,0,0,6,17,71,6,1167439,1854167,2013,41.7553822,-87.66194736
8597655,05-04-2012 14:03,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,1,0,2,3,40,24,1178469,1871057,2012,41.80148677,-87.62101271
10340020,12-08-2015 15:00,THEFT,OVER $500,STREET,0,0,1,2,33,6,1176961,1894924,2015,41.86701385,-87.62582213
9142640,03-12-2013 07:00,THEFT,$500 AND UNDER,FIRE STATION,0,0,22,21,72,6,1168979,1835673,2013,41.70459884,-87.65683633
9409049,11-28-2013 02:00,THEFT,POCKET-PICKING,SIDEWALK,0,0,19,44,6,6,1168246,1924283,2013,41.94776938,-87.65696596
8941875,12-22-2012 10:29,ASSAULT,AGGRAVATED: HANDGUN,STREET,0,0,9,16,61,04A,1164853,1871805,2012,41.80383816,-87.67092648
9356127,10-19-2013 01:15,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,8,15,66,5,1160534,1859920,2013,41.77131436,-87.68709414
8495739,02-25-2012 08:55,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,0,0,5,9,49,26,1180021,1838401,2012,41.7118397,-87.61631915
9126185,05-12-2013 05:00,ASSAULT,SIMPLE,APARTMENT,0,1,9,11,60,08A,1169181,1883183,2013,41.83496792,-87.65472395
9777281,09-13-2014 09:20,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,SIDEWALK,0,0,5,34,53,04B,1176693,1827853,2014,41.68296985,-87.62882308
10099505,06-04-2015 15:28,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,1,11,37,23,26,1148547,1905913,2015,41.89776414,-87.72985037
8644726,05-31-2012 08:15,BATTERY,SIMPLE,ALLEY,0,1,22,19,74,08B,1157320,1831231,2012,41.69265258,-87.69964989
9074069,04-04-2013 10:30,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,1,0,7,17,68,18,1170704,1860394,2013,41.77239933,-87.64980064
8626791,05-23-2012 02:00,ASSAULT,SIMPLE,OTHER,0,0,19,46,3,08A,1172110,1929662,2012,41.96244497,-87.64260356
9327409,09-28-2013 10:58,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,25,29,19,14,1135659,1915572,2013,41.92450862,-87.77695719
9255007,07-30-2013 09:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,18,32,7,6,1169789,1910846,2013,41.91086407,-87.65168696
9108036,04-29-2013 01:00,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,CTA TRAIN,0,0,1,42,32,11,1175505,1901622,2013,41.88542637,-87.63096602
9123387,05-09-2013 01:30,BATTERY,SIMPLE,STREET,0,0,6,17,71,08B,1172343,1852312,2013,41.75018542,-87.64402995
8871471,10-31-2012 11:28,STALKING,SIMPLE,STREET,0,1,1,3,33,08A,1176392,1887351,2012,41.84624586,-87.62813932
9830800,10-24-2014 10:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,0,0,10,22,30,3,1153717,1888879,2014,41.85091967,-87.71131478
9627809,05-27-2014 03:10,BATTERY,SIMPLE,SIDEWALK,0,0,2,20,40,08B,1178831,1866613,2014,41.78928378,-87.61982041
8937483,12-19-2012 01:00,BATTERY,SIMPLE,DRUG STORE,0,0,17,35,21,08B,1152953,1921068,2012,41.93926458,-87.71326503
10095287,06-01-2015 19:35,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,7,15,67,18,1165098,1862719,2015,41.77889986,-87.67028494
10097864,06-02-2015 10:10,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",0,0,8,14,57,6,1150934,1871470,2015,41.80320189,-87.72198373
8856667,10-23-2012 03:50,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA PLATFORM,0,0,16,41,76,3,1119306,1937378,2012,41.98462249,-87.8365821
9633992,05-31-2014 10:00,THEFT,$500 AND UNDER,STREET,0,0,1,2,35,6,1177691,1887007,2014,41.84527253,-87.62338256
8587755,04-28-2012 11:06,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,1,0,3,7,43,26,1193451,1858003,2012,41.76531189,-87.56649602
10415005,02-16-2016 07:53,ASSAULT,AGG PO HANDS NO/MIN INJURY,APARTMENT,1,0,15,29,25,08A,1141475,1898830,2016,41.87846109,-87.75600042
9427187,12-14-2013 06:00,ROBBERY,ARMED: HANDGUN,ALLEY,0,0,2,4,39,3,1183947,1874723,2013,41.81142022,-87.60080849
10162603,07-22-2015 03:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,1,42,32,18,1176136,1900822,2015,41.88321693,-87.62867302
9575493,04-15-2014 09:00,BATTERY,SIMPLE,APARTMENT,0,0,14,35,22,08B,1154710,1913539,2014,41.91856936,-87.70700968
8543271,03-28-2012 11:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,0,0,8,14,63,5,1154265,1869634,2012,41.79809798,-87.7098161
8717088,07-12-2012 09:30,THEFT,$500 AND UNDER,,0,0,18,43,7,6,1174070,1915942,2012,41.92475328,-87.63580796
8775229,08-27-2012 01:45,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,POLICE FACILITY/VEH PARKING LOT,0,1,11,24,27,26,1155457,1897193,2012,41.87369942,-87.70470516
10235609,09-15-2015 04:11,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,25,31,20,08B,1145718,1917862,2015,41.93060755,-87.73993744
9424911,12-12-2013 16:25,THEFT,OVER $500,DEPARTMENT STORE,0,0,19,32,7,6,1162769,1918325,2013,41.93153713,-87.67726567
9677467,07-02-2014 00:30,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,1,0,9,11,61,04B,1172352,1876163,2014,41.81563506,-87.64329557
8527984,03-19-2012 07:47,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,1,0,10,22,30,18,1154066,1888233,2012,41.84914002,-87.71005108
9491657,01-21-2014 01:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,0,0,19,32,7,17,1164905,1916962,2014,41.92775186,-87.66945503
9166021,06-09-2013 18:45,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,6,6,69,18,1182436,1853449,2013,41.75307762,-87.6070098
10247886,09-23-2015 06:30,BATTERY,SIMPLE,PARK PROPERTY,1,0,1,2,32,08B,1176427,1898804,2015,41.87767286,-87.6276654
9802147,10-01-2014 20:15,NARCOTICS,POSS: HEROIN(WHITE),STREET,1,0,11,28,26,18,1148051,1898997,2014,41.87879543,-87.73185019
9477210,01-28-2014 08:40,CRIMINAL TRESPASS,TO LAND,RESTAURANT,1,0,3,5,42,26,1187930,1864486,2014,41.78323506,-87.58652551
10448933,03-14-2016 01:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",0,0,14,1,24,08B,1160499,1908800,2016,41.90544721,-87.6858718
9847127,11-05-2014 12:15,DECEPTIVE PRACTICE,COMPUTER FRAUD,COMMERCIAL / BUSINESS OFFICE,0,0,1,42,32,11,1177922,1901312,2014,41.88452109,-87.62209989
9407829,11-28-2013 11:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,4,7,46,08B,1199206,1846940,2013,41.73481153,-87.54577382
10580806,06-29-2016 03:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,0,0,11,24,25,04A,1144818,1897935,2016,41.87594273,-87.74374806
10737903,06-24-2016 11:45,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,0,0,3,5,43,04A,,,2016,,
9844557,11-03-2014 21:00,NARCOTICS,POSS: CRACK,SIDEWALK,1,0,4,7,46,18,1193902,1852888,2014,41.75126489,-87.56501044
10279737,10-19-2015 10:15,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER RAILROAD PROP / TRAIN DEPOT,1,0,5,34,53,26,1176119,1825186,2015,41.67566405,-87.63100385
9277635,08-24-2013 07:00,BATTERY,SIMPLE,CHA APARTMENT,0,0,12,2,28,08B,1167922,1893741,2013,41.86396723,-87.65903939
9838079,10-29-2014 11:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,9,12,58,08B,1156032,1878915,2014,41.82353093,-87.70308654
9531991,03-15-2014 10:37,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,0,0,5,9,54,14,1182983,1818559,2014,41.65732232,-87.60608503
10792432,12-23-2016 07:45,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,0,1,5,9,50,04B,1182935,1829929,2016,41.68852434,-87.60590946
9523106,03-09-2014 18:55,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,1,0,18,42,8,11,1176223,1905805,2014,41.89688859,-87.62820319
10462739,03-26-2016 02:00,THEFT,OVER $500,STREET,0,0,10,22,30,6,1150557,1882852,2016,41.83444303,-87.72306991
9165645,06-08-2013 20:26,ROBBERY,ARMED: HANDGUN,ALLEY,0,0,12,2,28,3,1161750,1899849,2013,41.88085893,-87.68152624
9336853,10-05-2013 02:22,PUBLIC PEACE VIOLATION,PEEPING TOM,RESIDENCE,0,0,6,17,71,24,1172679,1852227,2013,41.74994477,-87.64280119
10365521,01-02-2016 01:45,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,0,0,19,44,6,5,1166960,1925063,2016,41.94993749,-87.6616705
8837875,10-09-2012 13:35,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,0,0,3,5,43,18,1188768,1858009,2012,41.76544164,-87.58366018
10704583,10-04-2016 09:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,16,45,11,7,1139341,1933393,2016,41.97334481,-87.762992
10637352,08-07-2016 12:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING/GROUNDS,0,0,11,2,28,11,1160517,1896202,2016,41.87087683,-87.6861547
9708140,07-24-2014 06:00,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,1,0,16,38,15,08B,1138069,1923370,2014,41.9458639,-87.76791271
8671499,06-21-2012 06:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,0,0,7,17,67,6,1166897,1858031,2012,41.76599713,-87.66382344
9899212,12-19-2014 08:00,THEFT,$500 AND UNDER,STREET,0,0,10,24,30,6,1155350,1889747,2014,41.85326894,-87.705298
9382964,11-08-2013 14:20,BATTERY,SIMPLE,SIDEWALK,1,0,12,25,31,08B,1169090,1891249,2013,41.85710372,-87.65482403
10487442,04-15-2016 06:36,THEFT,RETAIL THEFT,CONVENIENCE STORE,1,0,5,10,51,6,1185667,1832643,2016,41.69590816,-87.59582281
9022483,02-25-2013 12:40,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,0,0,11,28,27,26,1153392,1899803,2013,41.88090279,-87.71221753
10618926,07-31-2016 02:00,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),0,0,9,16,61,6,1167591,1868682,2016,41.79520994,-87.66097443
10233005,09-12-2015 21:00,BATTERY,SIMPLE,CTA TRAIN,1,0,1,2,32,08B,1176349,1898987,2015,41.87817678,-87.62794627
10429713,02-27-2016 06:07,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,1,0,9,3,37,18,1175476,1873816,2016,41.80912527,-87.63190651
9856505,11-07-2014 11:20,THEFT,OVER $500,RESIDENCE-GARAGE,0,0,1,2,33,6,1178819,1891055,2014,41.85635485,-87.61911942
10405387,02-05-2016 19:28,THEFT,$500 AND UNDER,STREET,1,0,4,8,45,6,1187281,1850737,2016,41.74552202,-87.58934093
10082856,05-22-2015 07:50,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,10,24,29,14,1147580,1894006,2015,41.86510858,-87.73370765
9732356,08-10-2014 11:59,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,0,8,15,66,7,1159554,1859228,2014,41.76943556,-87.69070546
9933858,01-19-2015 11:59,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,8,13,62,7,1148975,1867588,2015,41.7925871,-87.72926845
9188778,06-24-2013 10:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,0,0,6,6,44,5,1179175,1845170,2013,41.73043399,-87.61921177
9550079,03-27-2014 07:00,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,1,15,29,25,08A,1136783,1904732,2014,41.89474227,-87.77308723
9303561,09-11-2013 06:00,THEFT,$500 AND UNDER,STREET,0,0,1,3,35,6,1176374,1886643,2013,41.84430346,-87.62822671
10054835,05-01-2015 22:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0,0,25,35,22,26,1151419,1918368,2015,41.93188587,-87.71897405
10533003,05-23-2016 05:35,ASSAULT,SIMPLE,STREET,0,1,14,26,24,08A,1159605,1907900,2016,41.902996,-87.68918058
10639311,08-13-2016 10:51,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,15,29,25,08B,1138213,1903884,2016,41.89238951,-87.76785569
9286990,08-31-2013 02:20,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,0,0,25,36,19,04B,1132714,1914242,2013,41.92091086,-87.78780967
9268602,08-19-2013 03:40,ROBBERY,AGGRAVATED,STREET,0,0,4,10,51,3,1194405,1835217,2013,41.70276172,-87.56374617
10619388,07-30-2016 12:00,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,0,0,2,3,38,04A,1176956,1877748,2016,41.81988174,-87.62635954
9112611,04-30-2013 11:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,0,0,25,26,23,04A,1150984,1909709,2013,41.90813335,-87.72079991
9802989,10-02-2014 10:45,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",1,0,17,38,16,6,1146726,1923676,2014,41.94654248,-87.73608438
9176726,06-14-2013 04:00,THEFT,FROM BUILDING,APARTMENT,0,0,10,24,29,6,1150387,1889409,2013,41.85243959,-87.72352286
8834895,10-07-2012 02:45,BATTERY,SIMPLE,SIDEWALK,0,0,8,23,56,08B,1141790,1869061,2012,41.79676478,-87.75557902
10064422,05-09-2015 00:15,GAMBLING,GAME/DICE,ALLEY,1,0,7,20,68,19,1173728,1862102,2015,41.77701979,-87.63866498
8761549,08-18-2012 04:20,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,0,1,11,37,23,08B,1147102,1905636,2012,41.89703179,-87.73516484
10045810,04-24-2015 02:50,THEFT,POCKET-PICKING,CTA TRAIN,0,0,16,45,11,6,1139431,1932207,2015,41.97008868,-87.76269009
10020589,04-04-2015 08:34,THEFT,ATTEMPT THEFT,GAS STATION,0,0,15,37,25,6,1141741,1904839,2015,41.89494561,-87.75487498
9497828,02-15-2014 01:30,THEFT,$500 AND UNDER,RESIDENCE,0,0,4,7,51,6,1192733,1840046,2014,41.71605383,-87.56971169
10495984,04-23-2016 12:30,THEFT,OVER $500,STREET,0,0,17,33,14,6,1150869,1931192,2016,41.96708669,-87.72065835
9853601,11-01-2014 05:00,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,0,0,6,17,69,6,1174108,1853192,2014,41.75256126,-87.63753614
9787325,09-17-2014 03:30,THEFT,OVER $500,BAR OR TAVERN,1,0,22,19,75,6,1162367,1831165,2014,41.69236809,-87.68117362
10734235,10-29-2016 06:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,24,49,1,08B,1161935,1948381,2016,42.01402954,-87.67948749
9073645,04-03-2013 23:47,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,1,0,18,42,8,24,1178045,1906973,2013,41.90005234,-87.62147576
8646855,06-06-2012 20:35,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,1,0,19,46,3,18,1172124,1929664,2012,41.96245015,-87.64255203
10391882,11-12-2015 09:40,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,MEDICAL/DENTAL OFFICE,0,0,9,16,61,17,1166548,1870537,2015,41.8003226,-87.66474622
10360306,12-27-2015 07:17,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,1,0,2,3,40,18,1178932,1870240,2015,41.7992343,-87.61933962
9867593,11-24-2014 02:20,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,4,7,43,18,1195477,1853107,2014,41.7518271,-87.55923174
8981307,01-14-2013 09:08,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER,0,0,1,2,28,11,1172366,1899194,2013,41.8788337,-87.64256468
9177083,06-15-2013 10:40,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,1,0,2,5,41,15,1188983,1868707,2013,41.79479264,-87.58252979
9616010,05-17-2014 09:54,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,1,0,3,5,69,24,1184880,1857500,2014,41.764137,-87.59792669
8504078,03-02-2012 06:10,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),0,0,22,19,72,6,1166174,1844247,2012,41.72818726,-87.66686482
8762727,08-19-2012 03:18,BURGLARY,FORCIBLE ENTRY,RESIDENCE,1,0,12,32,24,5,1162628,1905670,2012,41.89681389,-87.67813908
10475314,04-05-2016 17:00,ASSAULT,SIMPLE,RESIDENCE,0,1,8,15,66,08A,1160167,1861157,2016,41.77471642,-87.68840544
9682100,07-05-2014 16:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,0,0,24,40,1,11,1165449,1945277,2014,42.00543773,-87.66664644
9045005,03-11-2013 16:00,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",0,0,4,10,46,6,1199596,1846366,2013,41.73322663,-87.54436434
8484355,02-16-2012 08:10,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,11,27,23,18,1150980,1902612,2012,41.88865855,-87.72100068
8699930,07-10-2012 17:45,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS STOP,1,0,8,18,70,18,1161754,1852117,2012,41.74987655,-87.68283832
10368784,01-05-2016 13:00,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0,1,12,2,28,08B,1160870,1898642,2016,41.87756511,-87.68479102
10130321,06-27-2015 10:15,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0,0,4,8,43,14,1188234,1855158,2015,41.757631,-87.58570825
9644152,05-27-2014 12:39,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,1,22,34,49,26,1175132,1835601,2014,41.70426642,-87.63430712
9299213,09-09-2013 11:15,THEFT,FROM BUILDING,APARTMENT,0,0,4,7,46,6,1195557,1852848,2013,41.75111441,-87.55894712
8828758,10-02-2012 17:50,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,17,39,14,08B,1151181,1931862,2012,41.96891909,-87.71949351
10198133,08-14-2015 03:30,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",0,0,8,13,62,14,1151775,1865870,2015,41.7878182,-87.71904611
9874310,11-30-2014 02:10,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,10,24,29,08B,1149255,1891064,2014,41.8570031,-87.72763483
9721687,08-03-2014 00:20,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,4,7,46,08B,1198534,1852924,2014,41.75124892,-87.54803562
8706936,07-15-2012 03:30,THEFT,$500 AND UNDER,SIDEWALK,0,0,19,44,6,6,1169041,1921593,2012,41.94037066,-87.6541221
8718867,07-23-2012 12:50,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,19,47,3,3,1163982,1930101,2012,41.96382551,-87.67247445
10393086,01-26-2016 01:44,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,6,6,69,14,1177145,1854973,2016,41.75738059,-87.62635323
8959130,01-07-2013 09:00,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,APARTMENT,0,0,2,4,40,11,1179800,1870885,2013,41.80098441,-87.61613674
9114289,04-19-2013 09:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,0,25,29,19,26,1134558,1914489,2013,41.92155627,-87.78102844
10648948,08-20-2016 04:43,BATTERY,SIMPLE,SIDEWALK,1,0,15,28,25,08B,1142603,1903094,2016,41.89014113,-87.75175248
10145857,07-09-2015 16:00,THEFT,$500 AND UNDER,STREET,0,0,6,17,68,6,1172935,1855023,2015,41.75761171,-87.64178075
8571962,04-17-2012 06:32,GAMBLING,GAME/DICE,ALLEY,1,0,22,34,49,19,1175150,1835039,2012,41.70272381,-87.63425792
10090400,05-28-2015 06:20,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),0,1,7,17,68,08B,1171101,1861443,2015,41.77526924,-87.64831472
9518672,03-03-2014 02:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,7,17,68,7,1171519,1858214,2014,41.76639933,-87.64687687
